x,n,payoff_C,payoff_D,epi_size,C,eta,beta,gamma,theta,x0,n0,L,Dr,Dg,Game
0.08404173235909161,1e-05,-0.00957483202020202,-0.00958228787878788,0.011414141414141415,0.1,0.1,0.1,0.1,0.5,0.5,0.5,100,0.5,0.5,PD
0.04518278488967428,0.0001610011871443541,-0.0046581851352255725,-0.0054152765886607045,0.006666666666666667,0.1,0.1,0.1,0.2,0.5,0.5,0.5,100,0.5,0.5,PD
0.04169675270738471,0.00018320949237918277,-0.004385086788151041,-0.0037646614039053465,0.005555555555555556,0.1,0.1,0.1,0.30000000000000004,0.5,0.5,0.5,100,0.5,0.5,PD
0.04025829728465077,0.0001732098828395014,-0.004062561153780917,-0.004082362575493165,0.005454545454545455,0.1,0.1,0.1,0.4,0.5,0.5,0.5,100,0.5,0.5,PD
0.0395508733876298,0.00018121906892618622,-0.003991625120807475,-0.0033628823024010965,0.004545454545454545,0.1,0.1,0.1,0.5,0.5,0.5,0.5,100,0.5,0.5,PD
0.03631165641069287,1e-05,-0.0037672739393939396,-0.0028138681818181822,0.004343434343434344,0.1,0.1,0.1,0.6,0.5,0.5,0.5,100,0.5,0.5,PD
0.03670433517607262,1e-05,-0.003696563030303031,-0.0029148818181818185,0.004242424242424243,0.1,0.1,0.1,0.7000000000000001,0.5,0.5,0.5,100,0.5,0.5,PD
0.03174176115493316,1e-05,-0.00320166797979798,-0.0025107590909090914,0.0034343434343434343,0.1,0.1,0.1,0.8,0.5,0.5,0.5,100,0.5,0.5,PD
0.030873848423198662,1e-05,-0.003120868787878788,-0.0018036712121212123,0.0026262626262626263,0.1,0.1,0.1,0.9,0.5,0.5,0.5,100,0.5,0.5,PD
0.02923555830070248,1e-05,-0.0029491705050505054,-0.0017026333333333334,0.0024242424242424242,0.1,0.1,0.1,1.0,0.5,0.5,0.5,100,0.5,0.5,PD
0.2615428725084186,2.4327609129380588e-05,-0.042255497583397854,-0.0420939529327006,0.0596969696969697,0.1,0.1,0.2,0.1,0.5,0.5,0.5,100,0.5,0.5,PD
0.10429047753519649,1e-05,-0.01154430070707071,-0.01170382878787879,0.013939393939393939,0.1,0.1,0.2,0.2,0.5,0.5,0.5,100,0.5,0.5,PD
0.053342610133813514,1.0991350938663168e-05,-0.005878108904677164,-0.006347336091052195,0.00898989898989899,0.1,0.1,0.2,0.30000000000000004,0.5,0.5,0.5,100,0.5,0.5,PD
0.04526722208508897,0.00016942376064997325,-0.0046678227330709705,-0.004392976657855893,0.007474747474747475,0.1,0.1,0.2,0.4,0.5,0.5,0.5,100,0.5,0.5,PD
0.043200667465612436,0.0001940203436781925,-0.004858958715418814,-0.004355340347480275,0.0073737373737373735,0.1,0.1,0.2,0.5,0.5,0.5,0.5,100,0.5,0.5,PD
0.041870302220044606,0.00019277922097406188,-0.004505801847889517,-0.004356659726072226,0.0069696969696969695,0.1,0.1,0.2,0.6,0.5,0.5,0.5,100,0.5,0.5,PD
0.04106729450031376,0.000174075072278297,-0.004426063026808724,-0.003778538922103486,0.006767676767676768,0.1,0.1,0.2,0.7000000000000001,0.5,0.5,0.5,100,0.5,0.5,PD
0.04017234151419505,8.730284842415452e-05,-0.004147434341908028,-0.003908856743876613,0.005858585858585859,0.1,0.1,0.2,0.8,0.5,0.5,0.5,100,0.5,0.5,PD
0.0395044908164635,5.878813781683498e-05,-0.003977094837771292,-0.0032447078219622616,0.005555555555555556,0.1,0.1,0.2,0.9,0.5,0.5,0.5,100,0.5,0.5,PD
0.03907218889754579,4.162478072427779e-05,-0.0040284155281335105,-0.0036745703486213937,0.0056565656565656566,0.1,0.1,0.2,1.0,0.5,0.5,0.5,100,0.5,0.5,PD
0.42162402628483314,6.271997393262451e-05,-0.168529547511952,-0.1686370540947729,0.2971717171717172,0.1,0.1,0.30000000000000004,0.1,0.5,0.5,0.5,100,0.5,0.5,PD
0.18576050116116924,1e-05,-0.023270690000000004,-0.023422318181818187,0.031212121212121212,0.1,0.1,0.30000000000000004,0.2,0.5,0.5,0.5,100,0.5,0.5,PD
